video_id,instance_id,query,short_query
sR-Y2r8ZYEY,0,a white dog is eating food,a white dog
sRNXQgiRhf0,0,man in blue crouching,man in blue 
sRNXQgiRhf0,1,Violet ball laying in the left corner,Violet ball in the left corner
sS93lar9_20,0,White cat is eating watermelon,White cat 
sToQez6O474,0,ball is falling down from the hill,ball 
sToQez6O474,1,man in blue shirt standing on the top,man in blue shirt on the top
sULsOQDaDw0,0,a person is walking backwards while being followed by a dog,a person 
sULsOQDaDw0,1,a black dog is crawling,a black dog
sUR4wZyvqno,0,man in white rolling with a man in black,man in white
sUR4wZyvqno,1,the person is being rolled over,the person
sUz4r-_PjpQ,0,gray cat walking,gray cat 
sVJ1x4Mv_Vk,0,Woman in violet shirt standing to perform the exercise with the dog,Woman in violet shirt
sVJ1x4Mv_Vk,1,Dog is jumping over the fence,Dog 
sVJ1x4Mv_Vk,2,woman in gray top running with a dog on the right,woman in gray top on the right
sVJ1x4Mv_Vk,3,a person is sitting and recording a video on the bottom,a person 
sVJ1x4Mv_Vk,4,Woman with curly hair is standing on the left,Woman with curly hair on the left
sVJ1x4Mv_Vk,5,brown dog standing in the back,brown dog in the back
sVJ1x4Mv_Vk,6,a dog is standing near a girl in pink shirt,a dog
sVTA31_KNh0,0,small kid walking,small kid 
sVTA31_KNh0,1,man in green walking with a baby,man in green 
sW8cLzIO9r8,0,bowling ball rolling on the pathway,bowling ball 
sW8cLzIO9r8,1,Man is playing a bowling,Man 
sWBqfGmCF6I,0,a black car is jumping over a ramp and flying on the air,a black car
sWBqfGmCF6I,1,man in orange top standing next to the blue truck,man in orange top 
sWBqfGmCF6I,2,blue pick up truck is standing in the back,blue pick up truck in the back
sWBqfGmCF6I,3,Guy standing near big pick up truck,Guy 
sX6g3-T4BuE,0,Black dog rolling on the carpet,Black dog 
sX7_x-az1b4,0,football running on the green field,football 
sX7_x-az1b4,1,a boy with blue jersey is shooting a ball,a boy with blue jersey 
sX7_x-az1b4,2,man in black standing on the left,man in black on the left
sX7_x-az1b4,3,Small boy is running across the yellow line,Small boy 
sY2SM3H_52g,0,a girl is eating a sandwich,a girl 
s_E4aE42T6s,0,Small baby is walking outside of the house,Small baby
scljdYtuTn0,0,baby climbing out of the bed,baby 
sdJ05rlcHpc,0,a blue bird on the left is eating food,a blue bird on the left
sdJ05rlcHpc,1,Bird is standing on the right,Bird on the right
sdZ76vwl61Q,0,Beautiful parrot walking on the table,Beautiful parrot 
sdZ76vwl61Q,1,Man is touching a table,Man 
sfBPCRAx-Oo,0,car rolling over the ground,car 
sgNxKOLrAyA,0,a car is rolling on the air,a car 
sgUBxJRtFng,0,man in black shirt climbing ,man in black shirt 
sgUBxJRtFng,1,man climbing on left,man on left
shBEBdUSDMU,0,a car is jumping over a ramp,a car
shBEBdUSDMU,1,a man in white tshirt standing on the back,a man in white tshirt on the back
siBNy9wwMiQ,0,Colorful air ball jumping outside ,Colorful air ball
siBNy9wwMiQ,1,Guy in white shirt dribbling a colorful ball,Guy in white shirt 
si_b5UBagTE,0,baby is crawling toward an adult,baby
sjLNdMxuGbc,0,black dog running in the snow,black dog
sjqLkmUnvTU,0,the blue car is rolling over,the blue car
sjqLkmUnvTU,1,The blue car turning the corner,The blue car 
sjqLkmUnvTU,2,a car is moving on the back,a car on the back
sjqLkmUnvTU,3,the three colored car is driving around a corner,the three colored car
sjqLkmUnvTU,4,Safeguard in orange suit standing near the building,Safeguard in orange suit 
sjqLkmUnvTU,5,a red car is parked in the back,a red car in the back
sjqLkmUnvTU,6,silver car parking on the far back,silver car on the far back
sjqLkmUnvTU,7,white standing near the building,white 
sjqLkmUnvTU,8,the blue car is driving towards a corner,the blue car
sjyt1TusJC8,0,a cat is going down a tree,a cat
slYxl28RNr4,0,Fat cat running on the beach,Fat cat 
spEcZ-Ddbug,0,a woman with black hair is eating a hamburger,a woman with black hair 
spEcZ-Ddbug,1,woman in sunglass sitting on the right,woman in sunglass on the right
sqT8k1BrkBo,0,a man in the middle is walking,a man in the middle
sqT8k1BrkBo,1,silver car parking in the back,silver car in the back
sqT8k1BrkBo,2,Gray dog is walking on the left,Gray dog on the left
sqT8k1BrkBo,3,a black dog on the right is walking,a black dog on the right 
sqT8k1BrkBo,4,a boy on the left with violet shirt is walking,a boy on the left with violet shirt
sqT8k1BrkBo,5,a boy with blue shirt is walking on the left,a boy with blue shirt on the left
sqT8k1BrkBo,6,a red car is parked on the right,a red car on the right
sqT8k1BrkBo,7,Black dog walking on a leash of the man,Black dog 
sqpOl9AjsDY,0,yellow racing car running,yellow racing car 
sqpOl9AjsDY,1,racing car running in the far left,racing car in the far left
sqpOl9AjsDY,2,blue racing car running on the track,blue racing car on the track
sqpOl9AjsDY,3,Blue formula car is following yellow car of the leader,Blue formula car
sqpOl9AjsDY,4,F1 car running on the left of the track,F1 car 
sqpWB6EdzTE,0,a baby is crawling,a baby
ss5A_oiodYk,0,cat walking on the street,cat 
ssSQEfMP6LE,0,Guy in white shirt running on athletic track,Guy in white shirt 
stNVY7aJxZg,0,baby climbing over the bed,baby 
sum5M5nv4II,0,the left cat is walking toward camera,the left cat
sum5M5nv4II,1,Gray cat standing with its back to the camera,Gray cat 
sumn6flhNtg,0,white bird walking next to a cat,white bird 
sumn6flhNtg,1,a cat is stretching near a bird,a cat 
swdKSOqboog,0,a red ball is flying,a red ball
swdKSOqboog,1,a sporty guy is bouncing a ball in a gymnasium ,a sporty guy 
sx72NW2XsWQ,0,car jumping across the road,car 
t-NpdOv2oBY,0,a cat is jumping,a cat 
t-PLHSJ9iVY,0,black cat walking on the treadmill,black cat 
t-btPtpkMr4,0,the person is climbing rocks,the person
t0kRKuU0Zzo,0,a blue bird is walking in the grass,a blue bird
t0yPiWdkiwE,0,a white cat is running and playing,a white cat
t0yPiWdkiwE,1,White licking her claws on the left,White on the left
t1ypgXRvxVE,0,the cat is walking,the cat
t4OSfFWk0u8,0,bird flying in the sky,bird
t4U53yCBarY,0,Dog rolling on the grass,Dog
t4U53yCBarY,1,man in black shorts standing on the left,man in black shorts on the left
t5oPzllCtk8,0,car jumping in the air,car
t6aZBjC0KG8,0,racing car running on the road,racing car
t91KY5nfGLo,0,a bird in the middle is eating food,a bird in the middle
t91KY5nfGLo,1,Gray bird on the right pecking,Gray bird on the right 
t91KY5nfGLo,2,bird standing on the left,bird on the left
tAEUWOb5mSU,0,guy standing on the platform,guy
tAEUWOb5mSU,1,Black dog is catching a ball,Black dog
tAZkzM28Szs,0,cat rolling on the floor,cat 
tB2-L7hyGKo,0,black racing car running on the track,black racing car
tB9rM3C-KUQ,0,a black dog is crawling on grass,a black dog
tCP7KJDvcgo,0,white dog walking,white dog 
tCP7KJDvcgo,1,woman walking with a white dog,woman
tDfvKj-3Tis,0,black cat rolling on the floor,black cat
tDsO5vA60iQ,0,a baby is standing on the road,a baby
tE1UFmN6Tg0,0,Dachshund eating from the bowl,Dachshund
tGu33Wy5fZs,0,orange ball is dribbled by a guy,orange ball
tGu33Wy5fZs,1,man bouncing two basketballs,man
tGu33Wy5fZs,2,left basketball bouncing up and down,left basketball
tJVt08SCdq8,0,a baby is crawling on the floor,a baby
tLKkx5yYZes,0,a man in dark is running,a man in dark
tLKyWHQ83iM,0,a dog is crawling,a dog 
tME-5LRXJdE,0,Pigeon is walking on the ground,Pigeon 
tRKcEsBGXpo,0,man in black standing on the right,man in black on the right
tRKcEsBGXpo,1,man in black suit standing on the left,man in black suit on the left
tRKcEsBGXpo,2,the dog is jumping rope,the dog
tRKcEsBGXpo,3,man in blue jeans standing on the left,man in blue jeans on the left
tRN6DYLP7ss,0,dog eating carrots ,dog e
tRaODvN5cfs,0,a baby is rolling on the floor,a baby 
tRrG7ab7JzI,0,man running with a cat on the lawn,man with a cat 
tRrG7ab7JzI,1,cat running on the lawn,cat 
tS6oKrv-Zbg,0,the basketball is thrown and dribbled,the basketball 
tS6oKrv-Zbg,1,a boy in red shirt is throwing ball to the basket,a boy in red shirt
tSwsRm-HBUM,0,white dog walking with a woman,white dog
tSwsRm-HBUM,1,woman in blue shirt walking with a dog,woman in blue shirt 
tSwsRm-HBUM,2,a guy on the left of a woman with white dog is watching a dog show,a guy 
tSwsRm-HBUM,3,Woman in black jacket is sitting on the chair,Woman in black jacket 
tSwsRm-HBUM,4,dog sitting on the floor,dog 
tSwsRm-HBUM,5,Woman in pink shirt sitting on the chair,Woman in pink shirt 
tSwsRm-HBUM,6,the left man in white shirt is sitting,the left man in white shirt 
tSwsRm-HBUM,7,black dog laying down on the top left,black dog on the top left
tT5bniDGRvo,0,a green bird is rolling,a green bird
tTMSVvYEG_w,0,a guy is holding two dogs outside,a guy
tTMSVvYEG_w,1,black big dog is walking on the right side from person,black big dog 
tTMSVvYEG_w,2,a dog on the right is running,a dog on the right 
tUar7AhOPU0,0,Dog crawling in the grass during sunny day,Dog
tUfJLX-JfzE,0,Woman in red standing near the net,Woman in red
tUfJLX-JfzE,1,a woman in dark red is standing in front of the camera,a woman in dark red 
tUfJLX-JfzE,2,the person in red on the left is standing,the person in red on the left 
tUfJLX-JfzE,3,Ball is held by the man in the back,Ballin the back
tUj-Ju5v_f8,0,Car is rolling on the grass,Car
tUsMh1jeb8k,0,a man is climbing up,a man
tVTi54D71Ls,0,a white ball is moving,a white ball
tVTi54D71Ls,1,a boy in orange shirt is playing with a ball,a boy in orange shirt
tWKFLWUfaX4,0,baby climbing the chair,baby
tXKY9dfRPSU,0,Brown dog  is rolling on the grass,Brown dog  
tXN-dRfIxaQ,0,a cat is running in the snow,a cat
tXaY0GK_K9c,0,the duck is pecking around,the duck
tXaY0GK_K9c,1,White goose is standing on the right,White gooseon the right
tXaY0GK_K9c,2,a white duck in the middle is eating food,a white duck in the middle
tXaY0GK_K9c,3,a gray and white bird is eating,a gray and white bird 
ta_I6hYqx7w,0,a baby is walking on the right,a baby on the right
ta_I6hYqx7w,1,dog walking with a baby,dog
ta_QlbzYd3E,0,car is rolling on the grass,car 
ta_QlbzYd3E,1,man in orange shirt standing in the back,man in orange shirt in the back
ta_QlbzYd3E,2,Blue car standing on the grass,Blue car
tbQ2J316G1U,0,a baby is crawling,a baby
tbYyOVor7Io,0,cat walking,cat 
te3jaD1-SsQ,0,Black cat creeping in the grass,Black cat 
te3jaD1-SsQ,1,Dog very slowly crawling towards the cat,Dog 
tesuXmjcCZY,0,baby crawling through the green tube,baby 
tesuXmjcCZY,1,baby crawling in a green tube,baby 
texr7_eUG2E,0,gray bird eating,gray bird 
tfe6xr2Mbrc,0,half naked guy is climbing a rock,half naked guy 
thMckjuhTCI,0,left man sitting,left man
thMckjuhTCI,1,man sitting on right,man on right
thMckjuhTCI,2,a red car is parked on the right,a red car on the right
thMckjuhTCI,3,gray car parking in the back,gray car in the back
thMckjuhTCI,4,man in blue shirt turn a somersault,man in blue shirt
tk1uyh9PWqk,0,man in black sweater is walking on the left,man in black sweater on the left
tk1uyh9PWqk,1,woman waving the flags in the front right,woman in the front right
tkwOMVjwLJo,0,White car is driving on the race track,White car
tkwOMVjwLJo,1,the person in black is standing,the person in black
tkwOMVjwLJo,2,man in white top standing on the right,man in white top on the right
tmLot7hKgLI,0,Guy in white jersey running in the middle of the track,Guy in white jersey
tmLot7hKgLI,1,the forth man from left in red jersey is running,the forth man from left in red jersey
tmSE9cH3PhM,0,a black dog on the bottom is running,a black dog on the bottom 
tmSE9cH3PhM,1,black dog running on the grass,black dog
tmWFx6bmeVI,0,cat walking on the right,cat 
tnz-_MYR5AE,0,a guy with red shirt is walking with a dog,a guy with red shirt 
tnz-_MYR5AE,1,Dog walking on snow from the right side of the man,Dog
tnz-_MYR5AE,2,dog walking with a man on the left,dog
tq4cFMZRQuw,0,a brown cat is running,a brown cat
tq4cFMZRQuw,1,the person with a dress is running with a dog,the person with a dress
tqS99ZjZa6U,0,the bird is just hanging out on some utility lines,the bird
trKDoWhY7V4,0,man in gray top and black pants walking,man in gray top and black pants 
ts2BgdmovJU,0,the car is driving,the car
ts2BgdmovJU,1,a car in the middle is moving,a car in the middle
ts2BgdmovJU,2,yellow racing car is riding on the right,yellow racing car on the right
ts3io_CxuKk,0,the guy in track bottoms is walking on the sidewalk,the guy in track bottoms
ts3io_CxuKk,1,Guy in red jacket is jumping around another guy,Guy in red jacket
ts80zrlCHAI,0,Yellow cat running for small toy,Yellow cat
tsoVnhlY_Uw,0,a boy is jumping,a boy
tsoVnhlY_Uw,1,the basketball is dunked through the hoop,the basketball
tv42xHFg6bc,0,a man is eating food,a man
tv8KOa14Lh0,0,Model walking along the podium,Model
tv_S9g2wdfc,0,Man standing beside the fence,Man
tv_S9g2wdfc,1,Yellow car is missing turn,Yellow car
tv_S9g2wdfc,2,a blue car is moving,a blue car
tv_S9g2wdfc,3,white black car is following pair of cars,white black car
twh-9QRveXA,0,a black and white dog is rolling,a black and white dog
tx3JOj6kPoE,0,the birds are standing on the floor,the birds 
tx3JOj6kPoE,1,white bird standing,white bird 
txVLZIe7XUI,0,Man in yellow tshirt standing in the back,Man in yellow tshirt in the back
txVLZIe7XUI,1,the person in the white shirt is walking,the person in the white shirt
txVLZIe7XUI,2,a man in yellow jersey is running,a man in yellow jersey
tz7gBtrGJlY,0,a baby is climbing up the stairs,a baby
tzoQ8xxnn-s,0,light brown cat is fighting with another cat,light brown cat
tzxlNL8fwQM,0,the front boy is jumping ,the front boy
tzxlNL8fwQM,1,Man in black outfit jumping at the back,Man in black outfit at the back
u-2-QZjvCT8,0,black racing car running on the track,black racing car 
u-2-QZjvCT8,1,a red car is moving,a red car
u-96-dbNfHc,0,Bird eating while flying,Bird
u-_i8VGwsNc,0,a car is jumping up and down,a car 
u-_i8VGwsNc,1,a man in white shirt is standing on the left,a man in white shirt on the left
u-_i8VGwsNc,2,Guy in straw hat standing near the ar,Guy in straw hat 
u17mR2m8aV8,0,a cat is running ,a cat 
u1_nW22_OGg,0,a big bird is jumping around,a big bird
u1priZZzKjM,0,Guy in red shirt kicking the ball into the net,Guy in red shir
u1priZZzKjM,1,football flying into the goal,football 
u1priZZzKjM,2,Ball is laying on the grass,Ball 
u2Oelu4pzHs,0,basketball flying into the basket,basketball
u2Oelu4pzHs,1,the man is doing a one handed basketball shot,the man
u2Oelu4pzHs,2,man in white top and black shorts standing,man in white top and black shorts 
u2qCESWntsE,0,brown dog jumping around on the lawn,brown dog 
u2qCESWntsE,1,man playing with a dog on the grass,man
u3vGTSqXLeI,0,the cat is hopping off the roof of the house and onto the roof of the car,the cat
u3vGTSqXLeI,1,white car in the garage,white car
u5qMnG3izXM,0,a black dog is rolling,a black dog
u6fzkl4YsnM,0,Man in white shirt is jumping into the sand,Man in white shirt 
u78rD9b5qYE,0,man is crawling in the gym,man 
u78rD9b5qYE,1,a dog is sleeping in the back,a dog in the back
u78rD9b5qYE,2,Black ball laying near green wall,Black ball 
u78rD9b5qYE,3,black ball in the back,black ball in the back
u78rD9b5qYE,4,the athletic apparatus is laying along the wall,the athletic apparatus 
u78rD9b5qYE,5,Black grey ball laying near the blue wall,Black grey ball
u8MQZg0Div8,0,man in black shorts crawling,man in black shorts 
u99JHqidtXA,0,cat eating ice cream,cat
u9mr-wKOspg,0,a black car is moving on top,a black car
u9mr-wKOspg,1,a blue car is racing ,a blue car
u9mr-wKOspg,2,man in black crouching beside the road,man in black
uC7z6hrBq9s,0,German shepherd eating something in the cage,German shepherd
uCnEZ6xgR8o,0,racing car running on the track,racing car 
uD7aNfArgoo,0,a baby is rolling in the bed,a baby
uDvnZ28MUFo,0,Man rolling over another man,Man
uDvnZ28MUFo,1,man in white shirt lying on the floor,man in white shirt 
uFbc89-oaGo,0,a dog is eating,a dog 
uGkuJbLcEQM,0,bird eating on the grass,bird 
uGpALykeNIs,0,a brown cat is jumping,a brown cat 
uJpI-wLyHC4,0,black dog eating burger,black dog
uKIJdttcs9k,0,baby in blue top climbing the stairs,baby in blue top 
uL3HKEm28Y4,0,baby is rolling in the bed,baby 
uLWewCw_tQ4,0,the cat is chasing a laser pointer dot,the cat 
uNHoTwBYAsY,0,Lady in red coat and black pants walking on the treadmill,Lady in red coat and black pants
uOFpRIfBaQo,0,woman in white hat standing on the left,woman in white hat on the left
uOFpRIfBaQo,1,woman walking across the road,woman 
uQ73d1AaECc,0,baby walking,baby
uTP99V8f2Jw,0,woman in gray shirt standing on the right,woman in gray shirt on the right
uTP99V8f2Jw,1,purple ball rolling,purple ball
uTP99V8f2Jw,2,a man in the middle is catching a ball,a man in the middle 
uVF9KgFbGto,0,a woman is walking,a woman 
uWqgvQsBoXE,0,the bird is playing,the bird 
uYTf-GbTwMg,0,car jumping on sand,car
uZg2ebSQCto,0,man in red shirt running to the right,man in red shirt to the right
uZg2ebSQCto,1,first man from the left running ,first man from the left 
uZg2ebSQCto,2,White van is standing on the grass,White van 
u_ZhOo3Mj9w,0,Green parrot is jumping on the table,Green parrot 
u__8uGxuJx8,0,Man in light blue shirt walking on the street,Man in light blue shirt 
u__8uGxuJx8,1,Man crawling as a dog on the streets,Man 
u__8uGxuJx8,2,Dark blue car standing on the crossroad,Dark blue car 
ub26kLEfphw,0,a man in white jacket is walking in the behind,a man in white jacket
ub26kLEfphw,1,a top naked man is rolling,a top naked man
ub26kLEfphw,2,man in black walking in the back,man in black in the back
ub26kLEfphw,3,Guy in red shorts and panama crossing the street,Guy in red shorts and panama
ub26kLEfphw,4,man in black shirt and red pants walking,man in black shirt and red pants
ubCRwmhBrIo,0,mother duck is leading group of baby ducks,mother duck
ubCRwmhBrIo,1,the baby duck on the right is walking,the baby duck on the right
ubCRwmhBrIo,2,little duck walking next to the mama duck,little duck 
ubCRwmhBrIo,3,small yellow bird on the right walking,small yellow bird on the right 
ubCRwmhBrIo,4,the duckling is following its mother through a parking lot,the duckling 
ubCRwmhBrIo,5,small bird walking in the back,small bird in the back
ubCRwmhBrIo,6,second yellow duck walking next to the mama duck,second yellow duck 
ucdvJ927GJg,0,black car flying over the mound,black car 
ucnR6OcpbTc,0,gray bowling ball is staying in the top right corner,gray bowling ball
ucnR6OcpbTc,1,man throwing a bowling ball,man 
ucnR6OcpbTc,2,the bowling ball is rolling along the lane toward the pins,the bowling ball
udYMA7XzhMw,0,bird walking on the stones,bird 
udx-rad10qc,0,a baby with colorful shirt is climbing up ,a baby with colorful shirt 
ue5pJMXuuB8,0,the man is rocking back and forth,the man
ueE1S1k74Ao,0,black dog walking,black dog 
ueE1S1k74Ao,1,a man is walking,a man
ue_lctsrRWM,0,a brown duck with green head is walking outside on a muddy road,a brown duck with green head 
uewGYgbeFtU,0,White dog walking on a leash during the night,White dog
uewGYgbeFtU,1,woman is walking with the dog during night,woman
ugOUpbWRTuY,0,a top naked man is crawling,a top naked man 
uhj7duqG51I,0,a black and white bird in the front is walking ,a black and white bird in the front i
ujA9qrvYV2s,0,man walking with a woman on the beach,man on the beach
ujA9qrvYV2s,1,woman walking with a man on the beach,woman on the beach
um9Wobg5P9Q,0,the kid is running,the kid
um9Wobg5P9Q,1,the seagull is flying around,the seagull 
um9Wobg5P9Q,2,bird flying,bird 
umHIngjKCDM,0,White cat eating something from hand,White cat 
unGDLKdQOO4,0,Guy is jumping using walls ,Guy
urXBEegIMVM,0,the car is driving in a corner,the car 
us3OFIQ4os0,0,the woman is walking along the side of the street checking her phone,the woman 
us3OFIQ4os0,1,the motorcycle with sidecar is driving along a road,the motorcycle with sidecar i
us5xMdcJV-A,0,bird climbing the rope,bird 
usf1ZYI0jKg,0,Brown dog climbing the tree,Brown dog 
usf1ZYI0jKg,1,man walking in the back,man in the back
uspSpXaN-r4,0,brown dog rolling,brown dog 
uw7rhkHbwus,0,dog walking in the room,dog 
uwD9gT5onpk,0,a small cat is eating its meal,a small cat 
uxNqb2dbuZk,0,baby sitting on to the ground,baby 
uxNqb2dbuZk,1,pink ball rolling,pink ball 
v1ocRKLg7R4,0,Black ball is held by the kid on the right,Black ball on the right
v1ocRKLg7R4,1,Ball is dribbled by woman coach,Ball 
v1ocRKLg7R4,2,Woman showing kids how to dribble the ball,Woman 
v1ocRKLg7R4,3,a girl on the left is holding a black ball,a girl on the left
v1ocRKLg7R4,4,The girl with braid hair standing on the right side ,The girl with braid hair on the right side 
v1ocRKLg7R4,5,Black ball is held by the kid on the left,Black ball on the left
v2o6AxrC4cc,0,a bird in front is passing by a street,a bird in front
v2o6AxrC4cc,1,Burgundy is slowly running on the road,Burgundy 
v2o6AxrC4cc,2,a blue car is moving from right to left,a blue car
v2o6AxrC4cc,3,a dark car is moving from right to left,a dark car
v2o6AxrC4cc,4,a big gray car in the behind,a big gray car in the behind
v2qk9jtmF2Y,0,Naked guy running on the field,Naked guy 
v3-W0u3R7x0,0,Ball in yellow shirt is walking in the room,Ball in yellow shirt
v3Chw2ZuBOk,0,a girl on the left is jumping,a girl on the left
v3Chw2ZuBOk,1,girl running with a dog on right,girl  on right
v3Chw2ZuBOk,2,dog jumping on the lawn,dog 
v3evRAVihdE,0,a baby is rolling on the bed ,a baby 
v5ptJQGQy88,0,Gog eating food on the table,Gog
v6CrkY8j4_I,0,parrot jumping to a toy,parrot 
v7zrjPNuHsQ,0,brown cat eating,brown cat 
v8TxqCOF9Rk,0,an orange ball is flying,an orange ball 
v8TxqCOF9Rk,1,Boy dribbling a basketball by the wall,Boy 
v8TxqCOF9Rk,2,a man with white shirt is playing basketball,a man with white shirt 
v9GlKrSc2Zs,0,the small dog on the right is walking,the small dog on the right
v9GlKrSc2Zs,1,Woman is walking with the dogs in the forest,Woman 
v9GlKrSc2Zs,2,a big black dog in the middle is walking,a big black dog in the middle 
v9GlKrSc2Zs,3,gray dog walking with a woman on the left,gray dog 
v9GlKrSc2Zs,4,a white dog on the left is eating,a white dog on the left 
v9GlKrSc2Zs,5,the brown and black dog is running,the brown and black dog
vBgYqLbxj9o,0,the left bird is eating,the left bird
vBvnwBm8tZM,0,the cat is running away,the cat 
vBvnwBm8tZM,1,toy ball on the bottom right,toy ball on the bottom right
vDE-jmXxRhY,0,Gray car is running on the right,Gray car on the right
vDE-jmXxRhY,1,a black car is moving on the left,a black car on the left
vDE-jmXxRhY,2,a white car in front is moving,a white car in front
vDE-jmXxRhY,3,car turning in the front,car in the front
vDUMoLwYxcE,0,a baby is climbing up stairs,a baby
vE9ADK9XPfY,0,a black cat is climbing through the building,a black cat
vGt0fCAlClY,0,parrot jumping with a sponge,parrot 
vHSDWDk-XBU,0,the cat is jumping,the cat
vHSDWDk-XBU,1,a boy in blue shirt is sitting,a boy in blue shirt 
vIAYPHlOFaw,0,Rally car turning the corner,Rally car
vIbSO5zAV_4,0,Dog walking around the man,Dog 
vIbSO5zAV_4,1,man walking with a dog on the grass,man 
vIdeT5S9u4Y,0,the person is walking with a dog,the person
vIdeT5S9u4Y,1,dog walking on the street,dog 
vIm5jSFy698,0,a baby in orange tshirt is rolling on the sand,a baby in orange tshirt 
vIm5jSFy698,1,girl in green shirt is rolling on the ground,girl in green shirt 
vJFolhUfQjc,0,a woman in green cover is walking and talking,a woman in green cover
vJFolhUfQjc,1,the right person in red shirt is walking on the back,the right person in red shirt on the back
vJqXrd0qcz4,0,soldier is crawling in the grass,soldier 
vLgCJxMMlwE,0,dog rolling on the floor,dog 
vLzxe1hxsV4,0,a black cat is playing with a ball,a black cat 
vLzxe1hxsV4,1,White ball rolling on the green grass,White ball 
vLzxe1hxsV4,2,the man is playing goalkeeper against a dog,the man 
vM9m0sj311s,0,a man is rolling,a man
vMEj8G1Cy0M,0,the cat is licking some cream from a saucer,the cat
vMEj8G1Cy0M,1,cat in the middle is eating food,cat in the middle 
vMEj8G1Cy0M,2,cat eating on the right,cat on the right
vN4cybheUuk,0,a man with black shirt in the middle is crawling,a man with black shirt in the middle
vN4cybheUuk,1,man in black crawling in the back,man in black in the back
vN4cybheUuk,2,Guy in black shirt with red shape standing near barbed wire,Guy in black shirt with red shape
vNvjtyUh2OM,0,Dog is running down the stairs,Dog 
vNvjtyUh2OM,1,a green ball is rolling though the stairs,a green ball
vNymfu2JxOk,0,baby crawling in the middle,baby in the middle
vNymfu2JxOk,1,Baby on the left climbing,Baby on the left
vNymfu2JxOk,2,a baby on the left is crying,a baby on the left 
vNymfu2JxOk,3,man in gray shirt sitting on the top left,man in gray shirt on the top left
vNymfu2JxOk,4,man standing up in the middle,man in the middle
vNymfu2JxOk,5,the second from the right person in a white shirt is sitting,the second from the right person in a white shirt
vNymfu2JxOk,6,a parent on the leftmost is holding his child ,a parent on the leftmost
vRc3H93dpsY,0,Fuzzy dog eating from the bowl,Fuzzy dog 
vS83ws81Bgs,0,Brownish cat fighting on top of another cat ,Brownish cat
vS83ws81Bgs,1,Tiger cat is fighting with another cat,Tiger cat 
vUrL21sV_R4,0,a guy with orange shirt is running in a field ,a guy with orange shirt 
vVXdC-PY-nw,0,Half naked guy climbing steep rock,Half naked guy 
vY5Wta8KFrM,0,Guy is flipping in the air,Guy 
vYCNgxKfgt8,0,a dog that attempts to eat some corn,a dog 
vY_dsR34nJ0,0,topless man crawling on the road,topless man
vbNpHomJ-8Y,0,Woman is walking with two dogs,Woman 
vbNpHomJ-8Y,1,a dog is watching the camera,a dog
vbNpHomJ-8Y,2,black dog walking with a woman,black dog 
vdCGnuccRv0,0,Man eating a fruit,Man 
vdj7q9JR12c,0,Dog with clothes rolling on the grass,Dog with clothes
vgzi0DXIleo,0,Red car is running on the green grass,Red car 
vhcgJHWvw8Q,0,baby crawling on the floor,baby 
vmdtUfF8VjQ,0,a cute white baby is rolling on mattress,a cute white baby
vo6BDRGjwAg,0,a red ball is standing on the floor besides someone who is doing gymnastics,a red ball
vo6BDRGjwAg,1,Guy is jumping a rope,Guy
voEhbdaMQ0I,0,black cat jumping,black cat 
voWViy-Vlxs,0,Wavy parrot playing with the bird toy,Wavy parrot
volrav5aZ0k,0,a bird is jumping from right to left,a bird 
volrav5aZ0k,1,a bird is playing in the cage,a bird 
volrav5aZ0k,2,bird jumping in the cage,bird 
vprEInOl1o0,0,a cat is jumping ,a cat 
vprEInOl1o0,1,man standing on the ladder ,man
vqJO4O0JtFA,0,a black dog is running,a black dog
vqn0YXubxGs,0,the white cat is running,the white cat
vqqwb3Zcy1U,0,white parrot jumping in front of the screen,white parrot 
vr-wp49Vqlo,0,the man is running along the floor attached to some bungees,the man 
vr6urgt_szk,0,a parrot is jumping up and down,a parrot
vrTwZTXwvlQ,0,a dog is running,a dog
vsyCFDG0sZ4,0,Man in white track suit is running ,Man in white track suit
vsyCFDG0sZ4,1,man in red is running on the left,man in red on the left
vt8ZK8fI3W8,0,bird is walking on the ground,bird 
vv2ZwOUouqU,0,a man is eating a sandwich,a man
vvY1xHQvkjs,0,man in green jacket standing by the road,man in green jacket 
vvY1xHQvkjs,1,yellow racing car running in the front,yellow racing car in the front
vvY1xHQvkjs,2,a car on the back is moving,a car on the back
vvY1xHQvkjs,3,Guy in black jacket walking on the pit lane,Guy in black jacket
vvYFzrkvX7g,0,black dog is crawling in the corridor,black dog
vwMEE-Dk-Gc,0,Furry white dog running on the dog show,Furry white dog 
vwMEE-Dk-Gc,1,the person in white is running with a dog,the person in white
vz1atO1dkJA,0,bird flying over the water,bird
vz6e1L5knNk,0,car bouncing up and down,car
vz6e1L5knNk,1,Guy in white shirt and cap filming the car from the left side,Guy in white shirt and cap
w-JCH3h37JU,0,baby girl is climbing a stairs,baby girl
w-wB4KA2Zj0,0,bird flying in the sky,bird 
w-xf0HXbtbM,0,Small gray bird eating grains from the bowl,Small gray bird
w08nX3j0m3I,0,green car jumping up and down,green car 
w08nX3j0m3I,1,the bald person is using the green car,the bald person 
w08nX3j0m3I,2,man on the right standing near the car,man on the right 
w0LU1Ho4dsY,0,a green car is rolling down from top of a hill,a green car 
w0LU1Ho4dsY,1,Guy sitting on the rocks on the left,Guy  on the left
